Street_Number,Street_Name,Street_Side,Skytrain_Station_Name,BIA,Number_of_Racks,Year_Installed,Latitude,Longitude,Full_Name
2274,W 4th Av,South,,,1,2010,49.2679967,-123.1569291,2274 W 4th Av
2302,W 4th Av,South,,,3,2010,49.2679607,-123.1577891,2302 W 4th Av
2645,W 4th Av,North,,,1,Prior 2010,49.2684676,-123.1657785,2645 W 4th Av
2662,W 4th Av,South,,,1,Prior 2010,49.2682007,-123.1652762,2662 W 4th Av
2828,W 4th Av,South,,,1,2012,49.2682578,-123.1689136,2828 W 4th Av
3327,W 4th Av,North,,,1,2012,49.2686506,-123.1783612,3327 W 4th Av
3590,W 4th Av,South,,,1,2012,49.26846399999999,-123.1833799,3590 W 4th Av
3654,W 4th Av,South,,,1,Prior 2010,49.2684832,-123.1849141,3654 W 4th Av
188,W 5th Av,East,,,1,2013,49.2663362,-123.1092405,188 W 5th Av
331,W 7th Av,North,,,1,2012,49.2650118,-123.1117622,331 W 7th Av
402,W 8th,South,,,1,2014,49.2638115,-123.1130588,402 W 8th
375,W Broadway,North,,,1,Prior 2010,49.2633048,-123.1122387,375 W Broadway
999,W Broadway,North,,,1,2015,49.2635855,-123.1262776,999 W Broadway
1037,W Broadway,North,,,1,2015,49.263695,-123.1275177,1037 W Broadway
1421,W Broadway,North,,,1,Prior 2010,49.2637258,-123.1367335,1421 W Broadway
1885,W Broadway,North,,,2,2012,49.2639071,-123.1477389,1885 W Broadway
2289,W Broadway,North,,,1,2014,49.2641192,-123.1570499,2289 W Broadway
2529,W Broadway,North,,,1,2014,49.26412089999999,-123.163104,2529 W Broadway
2671,W Broadway,North,,,1,Prior 2010,49.26423339999999,-123.1655806,2671 W Broadway
2733,W Broadway,North,,WB,1,2011,49.26457,-123.1670453,2733 W Broadway
2786,W Broadway,South,,WB,1,2011,49.2639352,-123.1678148,2786 W Broadway
2934,W Broadway,South,,,1,Prior 2010,49.2639703,-123.1709641,2934 W Broadway
3066,W Broadway,South,,WB,1,2011,49.2640232,-123.1733683,3066 W Broadway
3454,W Broadway,South,,,1,Prior 2010,49.26417989999999,-123.1809902,3454 W Broadway
3485,W Broadway,North,,WB,1,2011,49.2646077,-123.1814281,3485 W Broadway
301,W Cordova St,North,,GT,1,2012,49.2837262,-123.1091961,301 W Cordova St
601,W Cordova St,North,Waterfront,,3,2012,49.2869004,-123.1093908,601 W Cordova St
650,W Georgia St,South,,,1,2012,49.28181190000001,-123.1177688,650 W Georgia St
801,W Georgia St,North,,,2,2015,49.28364149999999,-123.1188349,801 W Georgia St
30,W Hastings St,South,,,1,2012,49.2815866,-123.1055881,30 W Hastings St
58,W Hastings St,South,,,4,Prior 2010,49.2816245,-123.1062247,58 W Hastings St
84,W Hastings St,South,,,3,2012,49.2818233,-123.1070973,84 W Hastings St
134,W Hastings St,South,,HC,2,2013,49.2820138,-123.1084953,134 W Hastings St
207,W Hastings St,North,,,1,2011,49.2829632,-123.1096299,207 W Hastings St
300,W Hastings St,South,,,1,2012,49.2827898,-123.1102498,300 W Hastings St
555,W Hastings St,North,,,2,2011,49.2846966,-123.1119349,555 W Hastings St
808,W Hastings St,South,,,1,2010,49.2859071,-123.115404,808 W Hastings St
1111,W Hastings St,North,,,1,2010,49.2883223,-123.1200016,1111 W Hastings St
309,W Pender St,North,,,1,2011,49.2824243,-123.1111211,309 W Pender St
319,W Pender St,North,,,1,2012,49.2825303,-123.1111781,319 W Pender St
319,W Pender St,North,,,1,2011,49.2825303,-123.1111781,319 W Pender St
433,W Pender St,North,,,1,2011,49.2831841,-123.1123852,433 W Pender St
819,W Pender St,North,,,1,2012,49.28568929999999,-123.1160558,819 W Pender St
1139,W Pender St,North,,DVBIA,1,2013,49.28799,-123.1214006,1139 W Pender St
55,Water St,North,,,1,Prior 2010,49.2838266,-123.1054885,55 Water St
199,Water St,North,,GT,1,2012,49.2844427,-123.1085129,199 Water St
322,Water St,South,,GT,1,2012,49.2842096,-123.109438,322 Water St
375,Water St,North,,,1,Prior 2010,49.28486660000001,-123.1105007,375 Water St
5765,West Boulevard,West,,,1,2012,49.2339996,-123.1557573,5765 West Boulevard
1351,Adanac St,North,,,2,2015,49.2778508,-123.0759866,1351 Adanac St
1375,Adanac St,North,,,1,2015,49.2779405,-123.075787,1375 Adanac St
90,Alexander St,South,,GT,10,2013,49.2836249,-123.1023674,90 Alexander St
429,Alexander St,North,,,2,2015,49.28412669999999,-123.0946602,429 Alexander St
2680,Arbutus St,East,,,1,2015,49.2622116,-123.1527125,2680 Arbutus St
857,Beatty St,West,,YT,2,2016,49.27710889999999,-123.1151445,857 Beatty St
939,Beatty St,West,,YT,1,2016,49.2762998,-123.1165376,939 Beatty St
550,Burrard St,East,,,1,Prior 2010,49.2859434,-123.1182641,550 Burrard St
1238,Burrard St,East,,,1,2015,49.2785407,-123.1296197,1238 Burrard St
580,Bute St,East,,,3,2015,49.2878452,-123.1238068,580 Bute St
300,Cambie St,East,,,1,Prior 2010,49.2832413,-123.1090908,300 Cambie St
440,Cambie St,East,,,1,2016,49.2817248,-123.1095974,440 Cambie St
4033,Cambie St,West,,CB,1,2016,49.24964989999999,-123.1157367,4033 Cambie St
2021,Columbia St,West,,,2,2012,49.26717259999999,-123.1096073,2021 Columbia St
1184,Denman St,East,,,1,2015,49.2873409,-123.141284,1184 Denman St
111,Dunsmuir St,West,,,2,2016,49.2806371,-123.1108684,111 Dunsmuir St
1800,E 11th Av,North,,,1,2012,49.260251,-123.0678251,1800 E 11th Av
2450,E 24th Av,South,Nanaimo,,3,2012,49.24847159999999,-123.0561218,2450 E 24th Av
209,E 6th Av,North,,,1,Prior 2010,49.2656234,-123.1002315,209 E 6th Av
265,E 7th Av,North,,,3,2015,49.2647846,-123.0991811,265 E 7th Av
105,E Broadway,North,,,1,Prior 2010,49.2631842,-123.1027295,105 E Broadway
8,E Cordova St,South,,GT,1,2012,49.2823314,-123.1040564,8 E Cordova St
217,E Georgia St,North,,CHTN,1,2016,49.2787559,-123.0989242,217 E Georgia St
501,E Georgia St,North,,CHTN,2,2012,49.2785798,-123.0933606,501 E Georgia St
320,E Hastings St,South,,,3,2015,49.2811287,-123.0972195,320 E Hastings St
717,E Hastings St,North,,STRC,1,2014,49.2812754,-123.0886697,717 E Hastings St
2825,Grandview Highway,North,,,2,2015,49.2583358,-123.0459541,2825 Grandview Highway
736,Granville St,East,,,1,Prior 2010,49.28187699999999,-123.1186001,736 Granville St
819,Granville St,West,,,1,Prior 2010,49.28123189999999,-123.1203064,819 Granville St
881,Granville St,West,,,1,Prior 2010,49.2807079,-123.1214326,881 Granville St
2516,Granville St,East,,SGV,1,2013,49.2633477,-123.1383724,2516 Granville St
772,Kingsway,South,,,1,2015,49.2558333,-123.0883334,772 Kingsway
868,Kingsway,South,,,1,Prior 2010,49.2549371,-123.0864302,868 Kingsway
1009,Kingsway,North,,,1,2015,49.2539618,-123.0834143,1009 Kingsway
2066,Kingsway,South,,,1,2012,49.2444802,-123.0644541,2066 Kingsway
2386,Kingsway,South,,,1,2014,49.2410667,-123.0567573,2386 Kingsway
3919,Knight St,West,,,1,2014,49.2495888,-123.0763259,3919 Knight St
5818,Lincoln St,East,,,1,Prior 2010,49.2319371,-123.0262929,5818 Lincoln St
1011,Main St,West,,,1,Prior 2010,49.2756773,-123.1001846,1011 Main St
2630,Main St,East,,,2,2015,49.2615573,-123.1006885,2630 Main St
2949,Main St,West,,,1,Prior 2010,49.2587255,-123.1017508,2949 Main St
3425,Main St,West,,,2,2015,49.2544456,-123.1013209,3425 Main St
3511,Main St,West,,,2,2015,49.2535186,-123.1012352,3511 Main St
3835,Main St,West,,,1,2012,49.2507044,-123.1013,3835 Main St
3882,Main St,East,,,1,2015,49.2504502,-123.1006845,3882 Main St
4162,Main St,East,,,1,2015,49.2480893,-123.1008749,4162 Main St
4262,Main St,East,,,1,2015,49.2469669,-123.100912,4262 Main St
4515,Main St,West,,,1,2011,49.2442833,-123.1015352,4515 Main St
1340,Nanaimo St,East,,,1,2014,49.2728287,-123.0562668,1340 Nanaimo St
200,Nelson St,South,,YT,2,2016,49.276036,-123.1185697,200 Nelson St
189,Ontario Place,North,,,1,Prior 2010,49.2326779,-123.1018297,189 Ontario Place
1195,Pacific Boulevard,North,,YT,2,2016,49.2743346,-123.121194,1195 Pacific Boulevard
300,Powell St,South,,STRC,2,2012,49.2829376,-123.0974637,300 Powell St
668,Powell St,South,,,2,2015,49.2828404,-123.0900224,668 Powell St
2043,Quebec St,West,,,1,2012,49.2666909,-123.10308,2043 Quebec St
440,Richards St,West,,,1,2011,49.2834168,-123.1125122,440 Richards St
971,Richards St,West,,,2,Prior 2010,49.2787508,-123.12057,971 Richards St
1188,Richards St,East,,,2,Prior 2010,49.2761355,-123.1235721,1188 Richards St
118,Robson St,East,,YT,2,2016,49.2775586,-123.1147546,118 Robson St
211,Robson St,North,,,2,2016,49.2784327,-123.1149018,211 Robson St
1685,Venables St,North,,,1,2015,49.27693900000001,-123.0709416,1685 Venables St
5885,Victoria Drive,West,,VDR,1,2012,49.23086430000001,-123.0658076,5885 Victoria Drive
6945,Victoria Drive,West,,VDR,1,2012,49.22094370000001,-123.0661152,6945 Victoria Drive
6979,Victoria Drive,West,,VDR,1,2012,49.22064169999999,-123.066111,6979 Victoria Drive
3702,W 10th Av,South,,,1,Prior 2010,49.2633134,-123.18619,3702 W 10th Av
4480,W 10th Av,South,,,1,Prior 2010,49.2636283,-123.2085403,4480 W 10th Av
4516,W 10th Av,South,,,1,Prior 2010,49.2637206,-123.2097911,4516 W 10th Av
4520,W 10th Av,South,,PGV,1,2011,49.2636157,-123.2098938,4520 W 10th Av
1500,W 13th Av,South,,,1,2012,49.2597083,-123.1391394,1500 W 13th Av
85,W 1st Av,South,,,12,2014,49.2705604,-123.1063494,85 W 1st Av
118,W 2nd Av,South,,,1,2012,49.26896780000001,-123.107259,118 W 2nd Av
190,W 3rd Av,South,,,1,2012,49.2682714,-123.1084584,190 W 3rd Av
290,W 3rd Av,South,,,1,2012,49.2682979,-123.1104736,290 W 3rd Av
1777,W 3rd Av,North,,,1,Prior 2010,49.2690774,-123.1449047,1777 W 3rd Av
2225,W 41st Av,North,,,1,Prior 2010,49.2347554,-123.158236,2225 W 41st Av
2326,W 41st Av,South,,,1,2012,49.2344692,-123.1602201,2326 W 41st Av
2448,W 41st Av,South,,,1,2012,49.2344904,-123.1620027,2448 W 41st Av
3502,W 41st Av,South,,DBR,1,2016,49.2346047,-123.182402,3502 W 41st Av
3584,W 41st Av,South,,DBR,2,2016,49.2345847,-123.1844216,3584 W 41st Av
1855,W 4th Av,North,,,1,2011,49.2682729,-123.1468785,1855 W 4th Av
1885,W 4th Av,North,,,1,Prior 2010,49.2682841,-123.1476729,1885 W 4th Av
2141,W 4th Av,North,,,1,2011,49.2682732,-123.153837,2141 W 4th Av
2141,W 4th Av,North,,,1,2010,49.2682732,-123.153837,2141 W 4th Av
2228,W 4th Av,South,,,1,2011,49.2679457,-123.1559443,2228 W 4th Av
2274,W 4th Av,South,,,1,2011,49.2679967,-123.1569291,2274 W 4th Av
2383,W 4th Av,North,,,1,2010,49.2684892,-123.1594804,2383 W 4th Av
2660,W 4th Av,South,,,1,Prior 2010,49.2681593,-123.1652286,2660 W 4th Av
2744,W 4th Av,South,,,1,2016,49.2681975,-123.1672562,2744 W 4th Av
2836,W 4th Av,South,,,1,Prior 2010,49.2681535,-123.1690538,2836 W 4th Av
2880,W 4th Av,South,,,1,2012,49.2682237,-123.1699387,2880 W 4th Av
3621,W 4th Av,North,,,1,Prior 2010,49.2687766,-123.1843495,3621 W 4th Av
32,W 5th Ave,South,,,1,2014,49.2662878,-123.1056549,32 W 5th Ave
473,W 8th,North,,,1,2014,49.2640524,-123.1140381,473 W 8th
510,W 8th,South,,,3,2014,49.264022,-123.1152825,510 W 8th
156,W 8th Av,South,,,1,2012,49.2636608,-123.1086897,156 W 8th Av
288,W 8th Av,South,,,1,2012,49.2637406,-123.1107429,288 W 8th Av
386,W 8th Av,South,,,1,Prior 2010,49.2637876,-123.1124117,386 W 8th Av
900,W 8th Av,North,,,1,2012,49.2641837,-123.1245031,900 W 8th Av
1500,W 8th Av,South,,,1,2012,49.2644931,-123.138573,1500 W 8th Av
1762,W 8th Av,South,,,1,2015,49.2645158,-123.1448856,1762 W 8th Av
155,W Broadway,North,,,1,Prior 2010,49.2632282,-123.1083422,155 W Broadway
601,W Broadway,North,,,1,Prior 2010,49.2635358,-123.1180793,601 W Broadway
906,W Broadway,South,,,1,Prior 2010,49.2630638,-123.1244493,906 W Broadway
1268,W Broadway,South,,,1,Prior 2010,49.2633734,-123.1327679,1268 W Broadway
1701,W Broadway,North,,,1,Prior 2010,49.2638426,-123.1436353,1701 W Broadway
2154,W Broadway,South,,,1,2015,49.2635869,-123.1539668,2154 W Broadway
2221,W Broadway,North,,,1,2014,49.2640829,-123.1559842,2221 W Broadway
2245,W Broadway,North,,,1,Prior 2010,49.2641623,-123.1563964,2245 W Broadway
2732,W Broadway,South,,,1,Prior 2010,49.2637892,-123.16711,2732 W Broadway
2909,W Broadway,North,,WB,1,2011,49.2642451,-123.1706452,2909 W Broadway
3031,W Broadway,North,,WB,1,2011,49.2643566,-123.1725227,3031 W Broadway
3145,W Broadway,North,,,1,Prior 2010,49.2643237,-123.1750875,3145 W Broadway
3156,W Broadway,South,,,1,Prior 2010,49.2640661,-123.1752812,3156 W Broadway
3236,W Broadway,South,,,1,Prior 2010,49.2640679,-123.176691,3236 W Broadway
3496,W Broadway,South,,,1,Prior 2010,49.2641773,-123.1816198,3496 W Broadway
175,W Cordova St,East,,GT,2,2016,49.2835724,-123.1089769,175 W Cordova St
1025,W Georgia St,North,,,1,2010,49.28493270000001,-123.1211805,1025 W Georgia St
1616,W Georgia St,South,,,1,Prior 2010,49.2908118,-123.1316086,1616 W Georgia St
43,W Hastings St,North,,,1,Prior 2010,49.2820917,-123.1059682,43 W Hastings St
207,W Hastings St,West,,HC,2,2016,49.2829632,-123.1096299,207 W Hastings St
412,W Hastings St,South,,,1,Prior 2010,49.283483,-123.1114758,412 W Hastings St
555,W Hastings St,North,,,1,Prior 2010,49.2846966,-123.1119349,555 W Hastings St
675,W Hastings St,North,,,1,Prior 2010,49.2852389,-123.1134073,675 W Hastings St
688,W Hastings St,South,,,1,Prior 2010,49.2849278,-123.1135913,688 W Hastings St
838,W Hastings St,South,,,2,2012,49.2861412,-123.1157307,838 W Hastings St
1133,W Hastings St,North,,,1,2010,49.2885103,-123.120649,1133 W Hastings St
309,W Pender St,North,,,1,2012,49.2824243,-123.1111211,309 W Pender St
328,W Pender St,South,,HC,1,2013,49.2822415,-123.1118447,328 W Pender St
416,W Pender St,South,,,1,2011,49.2828531,-123.1124736,416 W Pender St
518,W Pender St,South,,,1,2011,49.2834244,-123.1133255,518 W Pender St
830,W Pender St,South,,,1,2011,49.2856213,-123.1165602,830 W Pender St
1095,W Pender St,North,,,1,Prior 2010,49.28756869999999,-123.1199309,1095 W Pender St
1140,W Pender St,South,,DVBIA,2,2013,49.2877176,-123.1220737,1140 W Pender St
199,Water St,North,,,1,Prior 2010,49.2844427,-123.1085129,199 Water St
5367,West Boulevard,West,,,1,2015,49.237693,-123.155612,5367 West Boulevard
1500,Yew St,East,,,1,Prior 2010,49.2724572,-123.1548186,1500 Yew St
1525,Yew St,West,,,1,2015,49.2722215,-123.1552661,1525 Yew St
1601,Yew St,West,,,5,2014,49.2715208,-123.1552755,1601 Yew St
2327,Yew St,West,,,1,Prior 2010,49.2651295,-123.1555138,2327 Yew St
5692,Yew St,East,,,2,2012,49.2348861,-123.1576114,5692 Yew St
148,Alexander St,South,,,1,Prior 2010,49.2838246,-123.100974,148 Alexander St
704,Alexander St,South,,,3,2015,49.2829163,-123.0891536,704 Alexander St
2083,Alma St,West,,,3,2012,49.2679594,-123.1862978,2083 Alma St
2640,Arbutus St,East,,,1,2015,49.2625488,-123.1526612,2640 Arbutus St
688,Beatty St,West,,,3,2016,49.2789,-123.1115181,688 Beatty St
873,Beatty St,West,,,2,2011,49.2767943,-123.115603,873 Beatty St
900,Beatty St,East,,,1,2012,49.2772657,-123.1142101,900 Beatty St
777,Bidwell St,West,,,1,Prior 2010,49.2907832,-123.1336611,777 Bidwell St
1209,Bidwell St,West,,,2,2015,49.2861628,-123.1406648,1209 Bidwell St
955,Burrard St,West,,,1,2015,49.28188979999999,-123.1254091,955 Burrard St
969,Burrard St,West,,,1,2015,49.28163970000001,-123.1260161,969 Burrard St
1340,Burrard St,East,,,1,2015,49.2775361,-123.1311878,1340 Burrard St
808,Bute St,East,,,1,Prior 2010,49.2857758,-123.1271095,808 Bute St
2963,Cambie St,West,,CB,1,2016,49.2590571,-123.1152395,2963 Cambie St
1716,Charles St,South,,,2,Prior 2010,49.2729501,-123.0690461,1716 Charles St
912,Clark Dr,East,,,1,Prior 2010,49.2765703,-123.0768414,912 Clark Dr
1111,Clark Drive,West,,,2,2015,49.2746027,-123.0778364,1111 Clark Drive
1016,Commercial Drive,East,,,1,2012,49.2754394,-123.0692655,1016 Commercial Drive
1034,Commercial Drive,East,,,1,2012,49.275214,-123.0692165,1034 Commercial Drive
1380,Commercial Drive,East,,,1,Prior 2010,49.272337,-123.0692875,1380 Commercial Drive
1520,Commercial Drive,East,,,1,Prior 2010,49.2709734,-123.0693506,1520 Commercial Drive
1604,Commercial Drive,East,,,1,Prior 2010,49.2703737,-123.0692898,1604 Commercial Drive
1726,Commercial Drive,East,,,1,Prior 2010,49.26924289999999,-123.069471,1726 Commercial Drive
1935,Cornwall Av,North,,,1,Prior 2010,49.2726047,-123.1485027,1935 Cornwall Av
1937,Cornwall Av,North,,,2,Prior 2010,49.2726108,-123.1485271,1937 Cornwall Av
2200,Cornwall Av,South,,,2,Prior 2010,49.2725806,-123.1549761,2200 Cornwall Av
677,Davie St,North,,DVBIA,2,2017,49.2770714,-123.1257151,677 Davie St
1600,Davie St,South,,,1,Prior 2010,49.2852188,-123.1386762,1600 Davie St
1650,Davie St,South,,,2,Prior 2010,49.28546739999999,-123.1393958,1650 Davie St
1789,Davie St,North,,,1,Prior 2010,49.2872573,-123.1412277,1789 Davie St
1168,Denman St,East,,,1,Prior 2010,49.2875993,-123.1411221,1168 Denman St
1180,Denman St,East,,,1,Prior 2010,49.2874519,-123.1412993,1180 Denman St
4205,Dunbar St,West,,,1,Prior 2010,49.2488816,-123.1854741,4205 Dunbar St
4236,Dunbar St,East,,,1,Prior 2010,49.2486438,-123.1848922,4236 Dunbar St
4446,Dunbar St,East,,,1,2012,49.2467306,-123.1850514,4446 Dunbar St
4474,Dunbar St,East,,,1,2012,49.2464509,-123.1848468,4474 Dunbar St
127,E 2nd Av,North,,,1,Prior 2010,49.269467,-123.1018397,127 E 2nd Av
107,E 3rd,North,,,1,2014,49.2684938,-123.1025126,107 E 3rd
272,E 4th Av,South,,,1,Prior 2010,49.2669984,-123.0990948,272 E 4th Av
77,E 7th Av,North,,,1,Prior 2010,49.2648482,-123.1032208,77 E 7th Av
255,E 7th Av,North,,,2,2015,49.2646746,-123.0992658,255 E 7th Av
63,E Cordova St,North,,GT,1,2012,49.2825378,-123.1030949,63 E Cordova St
501,E Georgia St,North,,CHTN,1,2014,49.2785798,-123.0933606,501 E Georgia St
701,E Hastings St,North,,STRC,1,2014,49.2812765,-123.0893623,701 E Hastings St
2510,E Hastings St,South,,,1,Prior 2010,49.281001,-123.054249,2510 E Hastings St
3622,E Hastings St,South,,,1,2011,49.2809859,-123.0248216,3622 E Hastings St
1220,E Pender St,South,,,2,2015,49.2802055,-123.0786342,1220 E Pender St
1809,Fir St,West,,,1,2012,49.2694391,-123.140964,1809 Fir St
1810,Fir St,East,,,5,Prior 2010,49.2695278,-123.1406444,1810 Fir St
1223,Frances St,North,,,1,2015,49.2796818,-123.0785338,1223 Frances St
1112,Franklin St,South,,,1,2015,49.2820833,-123.0808045,1112 Franklin St
3207,Fraser St,South,,,1,2011,49.2562288,-123.0901317,3207 Fraser St
3245,Fraser St,West,,,3,2013,49.2557184,-123.090151,3245 Fraser St
4259,Fraser St,West,,,1,2012,49.24702079999999,-123.0903709,4259 Fraser St
5989,Fraser St,West,,,1,2015,49.2302674,-123.0910084,5989 Fraser St
6294,Fraser St,East,,,1,Prior 2010,49.2273992,-123.0903863,6294 Fraser St
540,Granville St,East,,,1,Prior 2010,49.2839956,-123.1152881,540 Granville St
1025,Granville St,West,,,1,Prior 2010,49.279142,-123.1237913,1025 Granville St
1208,Granville St,East,,,4,2012,49.2767647,-123.1262584,1208 Granville St
2590,Granville St,East,,,1,Prior 2010,49.2628492,-123.1383537,2590 Granville St
2600,Granville St,East,,SGV,1,2013,49.2625082,-123.1384165,2600 Granville St
3010,Granville St,East,,SGV,1,2013,49.2586624,-123.1384654,3010 Granville St
7985,Granville St,West,,MRP,1,2012,49.2133671,-123.1406017,7985 Granville St
8662,Granville St,East,,MRP,1,2012,49.20777090000001,-123.1403249,8662 Granville St
877,Hamilton St,East,,,3,2015,49.2781187,-123.1175112,877 Hamilton St
500,Helmcken St,South,,,2,2012,49.2769592,-123.1226831,500 Helmcken St
575,Helmcken St,North,,DVBIA,1,2016,49.2774434,-123.1231755,575 Helmcken St
600,Helmcken St,South,,,2,2012,49.27775159999999,-123.1240657,600 Helmcken St
318,Homer St,East,,,1,2011,49.2838872,-123.1099994,318 Homer St
1006,Homer St,East,,,1,2011,49.27706800000001,-123.120053,1006 Homer St
1062,Homer St,East,,,1,2011,49.2766244,-123.1210163,1062 Homer St
1096,Homer St,East,,,1,2011,49.2763534,-123.1214367,1096 Homer St
1180,Homer St,East,,,1,Prior 2010,49.2753169,-123.1226151,1180 Homer St
1359,Hornby,West,,DVBIA,2,2014,49.2767973,-123.1309399,1359 Hornby
815,Hornby St,West,,,1,2013,49.2824581,-123.122584,815 Hornby St
466,Howe St,East,,,1,2011,49.2853523,-123.1155453,466 Howe St
555,Howe St,West,,,1,Prior 2010,49.2848341,-123.1171266,555 Howe St
1811,Howe St,West,,,1,Prior 2010,49.27447189999999,-123.1325063,1811 Howe St
5082,Joyce St,East,,,1,2014,49.2385196,-123.0315576,5082 Joyce St
5099,Joyce St,North,Joyce-Collingwood,,3,2012,49.2384235,-123.0318585,5099 Joyce St
355,Kingsway,North,,MP,4,2016,49.2605703,-123.0968782,355 Kingsway
488,Kingsway,South,,,1,2013,49.2577169,-123.093445,488 Kingsway
650,Kingsway,South,,,1,Prior 2010,49.2569503,-123.0907053,650 Kingsway
1097,Kingsway,North,,,2,2015,49.2534287,-123.082076,1097 Kingsway
1196,Kingsway,South,,,1,2015,49.2519655,-123.0801629,1196 Kingsway
1238,Kingsway,South,,,1,2015,49.2513702,-123.0792651,1238 Kingsway
1240,Kingsway,South,,,1,2015,49.2512821,-123.0790621,1240 Kingsway
1284,Kingsway,South,,,1,2014,49.25113109999999,-123.0785381,1284 Kingsway
1427,Kingsway,North,,,1,2013,49.2501379,-123.0754203,1427 Kingsway
3617,Kingsway,North,,CWD,1,2013,49.2324145,-123.0255113,3617 Kingsway
4894,Mackenzie St,East,,,1,Prior 2010,49.2425459,-123.1701003,4894 Mackenzie St
917,Main St,West,,,2,2012,49.2765113,-123.1001196,917 Main St
917,Main St,West,,,2,2013,49.2765113,-123.1001196,917 Main St
2152,Main St,East,,,3,2015,49.2671309,-123.1004062,2152 Main St
2218,Main St,East,,,1,Prior 2010,49.265135,-123.1006317,2218 Main St
2541,Main St,West,,,1,2015,49.26225909999999,-123.1013093,2541 Main St
2818,Main St,East,,,1,2012,49.25991459999999,-123.1008798,2818 Main St
3585,Main St,West,,,1,2015,49.2528319,-123.1011142,3585 Main St
3603,Main St,West,,,2,2015,49.2525364,-123.1011088,3603 Main St
3950,Main St,East,,,1,2015,49.24985419999999,-123.1007856,3950 Main St
4172,Main St,West,,,1,Prior 2010,49.24795289999999,-123.1007425,4172 Main St
4510,Main St,East,,,1,2015,49.2442979,-123.1011616,4510 Main St
4645,Main St,West,,,1,2015,49.2429161,-123.1016876,4645 Main St
910,Mainland St,South,,,1,2013,49.2768264,-123.1182282,910 Mainland St
1020,Mainland St,South,,YT,3,2016,49.2761305,-123.119434,1020 Mainland St
1390,Nanaimo St,East,,,1,2014,49.272476,-123.056182,1390 Nanaimo St
1156,Pacific Boulevard,South,,YT,1,2016,49.2741348,-123.1202871,1156 Pacific Boulevard
1165,Pacific Boulevard,North,,,1,2015,49.2745206,-123.1205688,1165 Pacific Boulevard
1251,Pacific Boulevard,North,,YT,1,2016,49.27388209999999,-123.1228713,1251 Pacific Boulevard
40,Powell St,South,,GT,1,2012,49.2831717,-123.1032781,40 Powell St
451,Powell St,North,,STRC,1,2012,49.283261,-123.0941285,451 Powell St
626,Powell St,South,,,1,2015,49.2829122,-123.090832,626 Powell St
636,Powell St,South,,,1,2015,49.28292020000001,-123.0907309,636 Powell St
1435,Powell St,North,,,2,2015,49.28363350000001,-123.0750512,1435 Powell St
343,Railway,North,,,2,2014,49.2847251,-123.0967432,343 Railway
555,Richards St,West,,,1,2011,49.28289239999999,-123.1142058,555 Richards St
516,Robson St,South,,,1,Prior 2010,49.28014520000001,-123.1182179,516 Robson St
600,Stamps Landing,South,,,1,2016,49.2685496,-123.1182557,600 Stamps Landing
842,Thurlow St,East,,,1,Prior 2010,49.28405799999999,-123.1254742,842 Thurlow St
4990,Victoria Drive,East,,VDR,1,2012,49.2390788,-123.065016,4990 Victoria Drive
5037,Victoria Drive,West,,,1,Prior 2010,49.23894440000001,-123.0657636,5037 Victoria Drive
6370,Victoria Drive,East,,,1,Prior 2010,49.2265712,-123.0657362,6370 Victoria Drive
3730,W 10th Av,South,,,1,2015,49.2633781,-123.1865704,3730 W 10th Av
4343,W 10th Av,North,,PGV,1,2011,49.2639499,-123.2043263,4343 W 10th Av
4358,W 10th Av,South,,,1,2015,49.2636317,-123.2048202,4358 W 10th Av
4397,W 10th Av,North,,,1,Prior 2010,49.2639001,-123.2059181,4397 W 10th Av
4401,W 10th Av,North,,PGV,1,2011,49.2639751,-123.2063119,4401 W 10th Av
1507,W 12th Av,North,,,3,2012,49.26091,-123.1391054,1507 W 12th Av
758,W 16th Av,South,,,1,2015,49.2569247,-123.1212865,758 W 16th Av
3195,W 16th Av,North,,,1,Prior 2010,49.2581121,-123.1760352,3195 W 16th Av
1809,W 1st Av,North,,,1,Prior 2010,49.27081159999999,-123.1467694,1809 W 1st Av
500,W 24th Av,North,,,1,2012,49.249999,-123.1154249,500 W 24th Av
52,W 2nd Av,South,,,2,2012,49.269118,-123.1061796,52 W 2nd Av
1505,W 2nd Av,North,,,1,Prior 2010,49.2698875,-123.1379953,1505 W 2nd Av
1701,W 3rd Av,North,,,2,2015,49.26908479999999,-123.1435771,1701 W 3rd Av
2208,W 41st Av,South,,,1,2012,49.2343096,-123.1588351,2208 W 41st Av
2136,W 4th Av,South,,,2,Prior 2010,49.26803650000001,-123.1536481,2136 W 4th Av
2152,W 4th Av,South,,,1,2011,49.2679601,-123.1541256,2152 W 4th Av
2270,W 4th Av,South,,,1,Prior 2010,49.26808030000001,-123.1567551,2270 W 4th Av
2695,W 4th Av,North,,,1,2012,49.2685034,-123.166055,2695 W 4th Av
2952,W 4th Av,South,,,1,Prior 2010,49.2682868,-123.1713781,2952 W 4th Av
3502,W 4th Av,South,,,1,Prior 2010,49.2684167,-123.1820188,3502 W 4th Av
3502,W 4th Av,South,,,1,2012,49.2684167,-123.1820188,3502 W 4th Av
3650,W 4th Av,South,,,1,2012,49.2684073,-123.1847995,3650 W 4th Av
28,W 5th Ave,South,,,1,2014,49.2662053,-123.1054283,28 W 5th Ave
196,W 6th Av,South,,,1,2013,49.2654635,-123.1091544,196 W 6th Av
