Street_Number,Street_Name,Street_Side,Skytrain_Station_Name,BIA,Number_of_Racks,Year_Installed,Latitude,Longitude,Full_Name
1072,Kingsway,South,,,1,2015,49.2529462,-123.0825948,1072 Kingsway
1243,Kingsway,North,,,1,2015,49.2518318,-123.0789826,1243 Kingsway
1303,Kingsway,North,,,2,2015,49.2513429,-123.077822,1303 Kingsway
3546,Kingsway,South,,CWD,1,2013,49.2319292,-123.0273965,3546 Kingsway
4027,Macdonald St,West,,,1,2016,49.2506005,-123.1680295,4027 Macdonald St
416,Main St,East,,,2,2012,49.2809363,-123.0992292,416 Main St
928,Main St,East,,,2,2012,49.2762165,-123.0996846,928 Main St
1965,Main St,West,,,2,Prior 2010,49.2676819,-123.1013772,1965 Main St
2403,Main St,West,,,1,2015,49.26355119999999,-123.1012329,2403 Main St
4401,Main St,West,,,1,2015,49.24589599999999,-123.1014056,4401 Main St
4433,Main St,West,,,1,2015,49.245424,-123.1014784,4433 Main St
4531,Main St,West,,,1,2011,49.2441573,-123.1015173,4531 Main St
4575,Main St,West,,,2,2015,49.2434153,-123.1018053,4575 Main St
1200,Marinaside Crescent,South,,,1,2012,49.2723866,-123.1204084,1200 Marinaside Crescent
1386,Nanaimo St,East,,,1,2014,49.272479,-123.0561534,1386 Nanaimo St
1205,Pacific Boulevard,North,,,1,2015,49.2740868,-123.122011,1205 Pacific Boulevard
1251,Pacific Boulevard,North,,,1,2015,49.27388209999999,-123.1228713,1251 Pacific Boulevard
1268,Pacific Boulevard,South,,YT,1,2016,49.2734849,-123.1220447,1268 Pacific Boulevard
1279,Pacific Boulevard,North,,,1,Prior 2010,49.2736938,-123.1235613,1279 Pacific Boulevard
1282,Pacific Boulevard,South,,YT,1,2016,49.2733309,-123.1228623,1282 Pacific Boulevard
1300,Pacific Boulevard,South,,,1,2012,49.2723252,-123.124865,1300 Pacific Boulevard
606,Powell St,South,,,1,Prior 2010,49.2829381,-123.0911556,606 Powell St
707,Powell St,North,,,2,2015,49.2834066,-123.0890489,707 Powell St
1445,Powell St,North,,,1,2015,49.283466,-123.0746996,1445 Powell St
1449,Powell St,North,,,2,2015,49.28350349999999,-123.0742713,1449 Powell St
2755,Prince Edward St,West,,,3,Prior 2010,49.2604518,-123.0964659,2755 Prince Edward St
430,Railway St,South,,,2,2015,49.2846067,-123.0947008,430 Railway St
480,Robson St,South,,,1,Prior 2010,49.27984180000001,-123.1177644,480 Robson St
1182,Robson St,South,,,1,Prior 2010,49.2856704,-123.1268959,1182 Robson St
1766,Robson St,South,,,1,Prior 2010,49.2910189,-123.1349768,1766 Robson St
555,Seymour St,West,,,3,Prior 2010,49.28346759999999,-123.1149519,555 Seymour St
1092,Seymour St,West,,DVBIA,3,2016,49.2775462,-123.1233105,1092 Seymour St
1181,Seymour St,West,,DVBIA,2,2016,49.2770814,-123.1248951,1181 Seymour St
99,Smithe St,North,,,1,2011,49.27653919999999,-123.1152596,99 Smithe St
535,Thurlow St,West,,,1,2015,49.2871572,-123.1214478,535 Thurlow St
251,Union St,North,,CHTN,1,2013,49.27779169999999,-123.0979537,251 Union St
5038,Victoria Drive,East,,VDR,1,2013,49.238608,-123.065146,5038 Victoria Drive
5239,Victoria Drive,West,,VDR,1,2012,49.2371723,-123.0658159,5239 Victoria Drive
5470,Victoria Drive,East,,VDR,1,2012,49.2352314,-123.0651979,5470 Victoria Drive
5807,Victoria Drive,West,,VDR,1,2012,49.2316401,-123.0659186,5807 Victoria Drive
6470,Victoria Drive,East,,VDR,1,2012,49.2255429,-123.0653251,6470 Victoria Drive
3742,W 10th Av,South,,,1,2015,49.2633207,-123.1866908,3742 W 10th Av
3754,W 10th Av,South,,,1,Prior 2010,49.2633848,-123.1868387,3754 W 10th Av
4326,W 10th Av,South,,,1,Prior 2010,49.2636439,-123.2038694,4326 W 10th Av
4370,W 10th Av,South,,,1,2015,49.2636466,-123.2051021,4370 W 10th Av
4375,W 10th Av,North,,,1,Prior 2010,49.26390749999999,-123.2051403,4375 W 10th Av
4455,W 10th Av,North,,,1,Prior 2010,49.2639181,-123.2077923,4455 W 10th Av
4459,W 10th Av,North,,,1,Prior 2010,49.2640375,-123.2079231,4459 W 10th Av
4597,W 10th Av,North,,PGV,1,2011,49.2640647,-123.2116449,4597 W 10th Av
1440,W 12th Av,South,,,1,Prior 2010,49.2605078,-123.1367141,1440 W 12th Av
2100,W 16th Av,South,,,1,Prior 2010,49.2572845,-123.15287,2100 W 16th Av
2627,W 16th Av,North,,,1,Prior 2010,49.25792509999999,-123.1657968,2627 W 16th Av
3637,W 17th Av,North,,,1,Prior 2010,49.2575963,-123.1859669,3637 W 17th Av
1900,W 1st Av,South,,,1,Prior 2010,49.27059879999999,-123.1480368,1900 W 1st Av
1900,W 1st Av,South,,,5,2015,49.27059879999999,-123.1480368,1900 W 1st Av
1900,W 2nd Av,South,,,1,2012,49.2698231,-123.1479067,1900 W 2nd Av
60,W 3rd Av,South,,,1,2012,49.2680877,-123.1060841,60 W 3rd Av
2107,W 40th Av,North,,,1,2012,49.2357196,-123.1558368,2107 W 40th Av
3510,W 41st Av,South,,DBR,1,2016,49.2345002,-123.1824893,3510 W 41st Av
3568,W 41st Av,South,,DBR,1,2016,49.2346168,-123.1838498,3568 W 41st Av
2010,W 4th Av,South,,,3,Prior 2010,49.26788440000001,-123.1508677,2010 W 4th Av
2023,W 4th Av,North,,,1,2011,49.26836549999999,-123.1510665,2023 W 4th Av
2033,W 4th Av,North,,,1,Prior 2010,49.2682881,-123.1513137,2033 W 4th Av
2206,W 4th Av,South,,,1,Prior 2010,49.268034,-123.155557,2206 W 4th Av
2625,W 4th Av,North,,,1,2012,49.2684411,-123.1650743,2625 W 4th Av
2662,W 4th Av,South,,,1,2012,49.2682007,-123.1652762,2662 W 4th Av
2702,W 4th Av,South,,,1,2012,49.2682231,-123.1665289,2702 W 4th Av
2705,W 4th Av,North,,,2,2016,49.26849139999999,-123.1665305,2705 W 4th Av
2737,W 4th Av,North,,,2,2016,49.2685505,-123.1668855,2737 W 4th Av
2745,W 4th Av,North,,,3,2016,49.2685127,-123.1672765,2745 W 4th Av
2947,W 4th Av,North,,,1,2012,49.2685287,-123.170518,2947 W 4th Av
2958,W 4th Av,South,,,1,Prior 2010,49.2683086,-123.1715733,2958 W 4th Av
3512,W 4th Av,South,,,1,2012,49.2683049,-123.1822199,3512 W 4th Av
3525,W 4th Av,North,,,2,2013,49.2687227,-123.1824426,3525 W 4th Av
3570,W 4th Av,South,,,1,Prior 2010,49.2684604,-123.183119,3570 W 4th Av
204,W 6th,South,,,1,2014,49.2655489,-123.1097263,204 W 6th
112,W 6th Av,South,,,1,2012,49.2654351,-123.1071891,112 W 6th Av
199,W 6th Av,North,,,1,2013,49.26593,-123.1090956,199 W 6th Av
33,W 8th Av,North,,,3,2012,49.264014,-123.1058264,33 W 8th Av
138,W 8th Av,South,,,1,2012,49.2636209,-123.1081038,138 W 8th Av
224,W 8th Av,South,,,1,2012,49.26356089999999,-123.110075,224 W 8th Av
1765,W 8th Av,North,,,3,2015,49.264863,-123.144827,1765 W 8th Av
42,W 8th Ave,South,,,1,2014,49.2635628,-123.1059916,42 W 8th Ave
147,W Broadway,North,,,1,Prior 2010,49.2633193,-123.1080226,147 W Broadway
195,W Broadway,North,,,1,Prior 2010,49.2632869,-123.1091479,195 W Broadway
1030,W Broadway,South,,,1,Prior 2010,49.2631078,-123.1275981,1030 W Broadway
1595,W Broadway,North,,,2,Prior 2010,49.2639041,-123.1404673,1595 W Broadway
2300,W Broadway,South,,,2,2014,49.2637436,-123.1578427,2300 W Broadway
2837,W Broadway,North,,WB,1,2011,49.2642183,-123.1692677,2837 W Broadway
2868,W Broadway,South,,,1,Prior 2010,49.2638916,-123.1694263,2868 W Broadway
2902,W Broadway,South,,,1,Prior 2010,49.2640022,-123.1703183,2902 W Broadway
3083,W Broadway,North,,,1,Prior 2010,49.2642971,-123.1735523,3083 W Broadway
3126,W Broadway,South,,WB,1,2011,49.2640063,-123.1747831,3126 W Broadway
3310,W Broadway,South,,,1,Prior 2010,49.2640352,-123.1782582,3310 W Broadway
314,W Cordova St,South,,,2,Prior 2010,49.2835818,-123.1097062,314 W Cordova St
601,W Cordova St,North,,,1,Prior 2010,49.2869004,-123.1093908,601 W Cordova St
650,W Georgia St,South,,,1,Prior 2010,49.28181190000001,-123.1177688,650 W Georgia St
702,W Georgia St,South,Vancouver City Centre,,8,2012,49.2829091,-123.1179316,702 W Georgia St
106,W Hastings St,South,,HC,1,2013,49.2819468,-123.1075841,106 W Hastings St
112,W Hastings St,South,,,1,Prior 2010,49.2818183,-123.1077943,112 W Hastings St
163,W Hastings St,North,,,4,2011,49.2825204,-123.1091304,163 W Hastings St
198,W Hastings St,South,,,2,Prior 2010,49.28224119999999,-123.1094506,198 W Hastings St
314,W Hastings St,South,,,1,2012,49.2828957,-123.1104444,314 W Hastings St
473,W Hastings St,North,,,1,2011,49.2839981,-123.1114231,473 W Hastings St
555,W Hastings St,North,,,2,2012,49.2846966,-123.1119349,555 W Hastings St
1177,W Hastings St,North,,,2,2014,49.28875439999999,-123.1215934,1177 W Hastings St
59,W Pender St,North,,,1,2012,49.28114009999999,-123.1067625,59 W Pender St
59,W Pender St,North,,,1,2015,49.28114009999999,-123.1067625,59 W Pender St
99,W Pender St,North,,,1,2015,49.28120149999999,-123.1072662,99 W Pender St
617,W Pender St,North,,,1,2011,49.2843124,-123.1141468,617 W Pender St
829,W Pender St,North,,,1,2012,49.2857265,-123.116233,829 W Pender St
65,Water St,North,,,1,Prior 2010,49.2838861,-123.1056778,65 Water St
302,Water St,West,,GT,2,2016,49.2841271,-123.1090812,302 Water St
5435,West Boulevard,West,,,1,Prior 2010,49.2369136,-123.1556792,5435 West Boulevard
5665,West Boulevard,West,,,1,Prior 2010,49.23498739999999,-123.1557029,5665 West Boulevard
6191,West Boulevard,West,,,1,Prior 2010,49.23012,-123.1561254,6191 West Boulevard
5687,Yew St,West,,,1,2012,49.2348835,-123.1580348,5687 Yew St
1800,York Av,North,,,1,2014,49.2715615,-123.1464166,1800 York Av
2459,Yukon St,West,,,2,2014,49.26366669999999,-123.113655,2459 Yukon St
134,Abbott St,East,,GT,1,Prior 2010,49.2840955,-123.106071,134 Abbott St
2696,Arbutus St,East,,,1,2015,49.2620971,-123.1528005,2696 Arbutus St
1008,Cambie St,South,,YT,2,2016,49.2756451,-123.1180387,1008 Cambie St
2893,Cambie St,West,,,2,Prior 2010,49.2595051,-123.1152804,2893 Cambie St
8500,Cambie St,East,,,1,2012,49.20898589999999,-123.1168521,8500 Cambie St
1025,Commercial Drive,West,,,1,2012,49.2753793,-123.0698052,1025 Commercial Drive
1045,Commercial Drive,West,,,2,Prior 2010,49.2749761,-123.0696891,1045 Commercial Drive
1111,Commercial Drive,West,,,2,2012,49.274532,-123.069812,1111 Commercial Drive
1135,Commercial Drive,West,,,1,2012,49.2744781,-123.0698369,1135 Commercial Drive
1204,Commercial Drive,East,,,1,Prior 2010,49.2738159,-123.0692992,1204 Commercial Drive
1675,Commercial Drive,West,,,1,Prior 2010,49.26974,-123.06989,1675 Commercial Drive
2210,Commercial Drive,East,,,1,Prior 2010,49.2648362,-123.0694566,2210 Commercial Drive
100,Cordova St,South,,HC,1,2014,49.2827542,-123.10664,100 Cordova St
119,Cordova St,North,,HC,1,2014,49.2824316,-123.1012179,119 Cordova St
1248,Davie St,South,,,1,2015,49.2822222,-123.1344444,1248 Davie St
1762,Davie St,South,,,1,Prior 2010,49.286742,-123.1414644,1762 Davie St
768,Denman St,East,,,1,Prior 2010,49.2917891,-123.1347006,768 Denman St
823,Denman St,West,,,1,Prior 2010,49.2912037,-123.1362474,823 Denman St
3322,Dunbar St,East,,,1,Prior 2010,49.2571216,-123.1847983,3322 Dunbar St
3637,Dunbar St,West,,,1,Prior 2010,49.2543196,-123.1855371,3637 Dunbar St
4250,Dunbar St,East,,,2,Prior 2010,49.2486144,-123.1850012,4250 Dunbar St
4355,Dunbar St,West,,,1,Prior 2010,49.2474801,-123.1855133,4355 Dunbar St
4428,Dunbar St,East,,,1,Prior 2010,49.2468425,-123.1850518,4428 Dunbar St
4555,Dunbar St,West,,,1,Prior 2010,49.2455973,-123.1856154,4555 Dunbar St
4603,Dunbar St,West,,,1,Prior 2010,49.2451539,-123.1856319,4603 Dunbar St
175,E 15th Av,North,,,3,2015,49.2577012,-123.1017291,175 E 15th Av
607,E 15th Av,North,,,2,2012,49.2573716,-123.0907566,607 E 15th Av
665,E 15th Av,North,,,2,2011,49.2572661,-123.0896467,665 E 15th Av
2790,E 29th Av,South,29th Ave,,3,2012,49.2441465,-123.044914,2790 E 29th Av
238,E 2nd Ave,South,,50,2,2014,49.2682796,-123.0995294,238 E 2nd Ave
137,E 4th Av,North,,,1,2012,49.2675436,-123.1018774,137 E 4th Av
5,E 8th St,South,,,4,2013,49.2640344,-123.1044433,5 E 8th St
1464,E Broadway,South,,,1,2013,49.2622002,-123.0742893,1464 E Broadway
2406,E Broadway,South,,,2,2016,49.2618541,-123.056139,2406 E Broadway
44,E Cordova St,South,,GT,1,Prior 2010,49.282215,-123.1031951,44 E Cordova St
628,E Georgia St,South,,CHTN,1,Prior 2010,49.2783142,-123.0909112,628 E Georgia St
326,E Hastings St,South,,,1,2015,49.2810618,-123.0967373,326 E Hastings St
678,E Hastings St,South,,,1,2015,49.2809015,-123.0901345,678 E Hastings St
1618,E Hastings St,South,,,1,Prior 2010,49.2811173,-123.0718179,1618 E Hastings St
2769,E Hastings St,North,,,2,Prior 2010,49.2812806,-123.0477178,2769 E Hastings St
3475,E Hastings St,North,,,1,2011,49.2814735,-123.02912,3475 E Hastings St
1523,E Pender St,North,,,3,2015,49.2805392,-123.0735395,1523 E Pender St
4304,Fraser St,East,,,1,2012,49.2464466,-123.0898672,4304 Fraser St
4326,Fraser St,East,,,2,2015,49.2462932,-123.0898609,4326 Fraser St
4588,Fraser St,East,,,1,2013,49.2441342,-123.0898802,4588 Fraser St
5550,Fraser St,East,,,1,Prior 2010,49.23431189999999,-123.0901526,5550 Fraser St
6505,Fraser St,West,,SHL,1,2011,49.225314,-123.0911651,6505 Fraser St
747,Gore St,West,,CHTN,1,2013,49.2778739,-123.0972106,747 Gore St
1043,Granville St,West,,,1,Prior 2010,49.2788939,-123.1239741,1043 Granville St
1149,Granville St,West,,,1,Prior 2010,49.27777709999999,-123.1255613,1149 Granville St
2775,Granville St,West,,,1,Prior 2010,49.26097470000001,-123.1389764,2775 Granville St
8273,Granville St,West,,MRP,1,2012,49.2116553,-123.1407132,8273 Granville St
8697,Granville St,West,,,1,Prior 2010,49.2072649,-123.1408685,8697 Granville St
888,Hamilton St,North,,YT,1,2016,49.2780528,-123.1168509,888 Hamilton St
856,Homer St,East,,,1,Prior 2010,49.2789078,-123.117386,856 Homer St
1238,Homer St,East,,,1,2011,49.2747755,-123.1237724,1238 Homer St
625,Howe St,West,,,1,Prior 2010,49.2842809,-123.1179664,625 Howe St
20,Jackson Av,East,,,3,2015,49.2846288,-123.0931235,20 Jackson Av
1100,Jervis St,East,,,1,2012,49.2834283,-123.1332895,1100 Jervis St
5160,Joyce St,East,,,1,2014,49.23771929999999,-123.0321596,5160 Joyce St
2300,Keith St,West,,,1,2012,49.26431170000001,-123.0794193,2300 Keith St
359,Kingsway,North,,,1,Prior 2010,49.2607411,-123.0970468,359 Kingsway
500,Kingsway,South,,,1,2013,49.2578662,-123.0936208,500 Kingsway
934,Kingsway,South,,,1,2015,49.25417350000001,-123.0848439,934 Kingsway
1055,Kingsway,North,,,2,2015,49.2536037,-123.082526,1055 Kingsway
1299,Kingsway,North,,,1,2015,49.25152509999999,-123.0781967,1299 Kingsway
1303,Kingsway,North,,,1,Prior 2010,49.2513429,-123.077822,1303 Kingsway
1409,Kingsway,North,,,1,2013,49.2502396,-123.0757554,1409 Kingsway
1459,Kingsway,North,,,1,Prior 2010,49.2496747,-123.0742799,1459 Kingsway
2001,Macdonald st,West,,,1,2013,49.268139,-123.1685832,2001 Macdonald st
4889,Mackenzie St,West,,,1,Prior 2010,49.24256399999999,-123.1704181,4889 Mackenzie St
121,Main St,West,,,1,Prior 2010,49.2838866,-123.0999258,121 Main St
2148,Main St,East,,,1,2013,49.2657672,-123.1003765,2148 Main St
2148,Main St,East,,,2,2015,49.2657672,-123.1003765,2148 Main St
2543,Main St,West,,,1,Prior 2010,49.2621847,-123.1012889,2543 Main St
2549,Main St,West,,,1,2015,49.2621361,-123.101231,2549 Main St
2616,Main St,East,,,1,2015,49.2617134,-123.1006458,2616 Main St
2828,Main St,East,,,1,Prior 2010,49.2598429,-123.1008579,2828 Main St
2902,Main St,East,,,1,2015,49.2591315,-123.1008358,2902 Main St
3463,Main St,West,,,1,Prior 2010,49.254019,-123.1011095,3463 Main St
3757,Main St,West,,,1,2015,49.25132019999999,-123.1011863,3757 Main St
4129,Main St,West,,,1,2015,49.2483562,-123.1012847,4129 Main St
4198,Main St,East,,,1,2015,49.2476833,-123.1008611,4198 Main St
4219,Main St,West,,,1,2015,49.2476223,-123.1013741,4219 Main St
4456,Main St,East,,,1,2015,49.2450352,-123.1010926,4456 Main St
4475,Main St,West,,,2,2015,49.24494379999999,-123.1015851,4475 Main St
4750,Main St,East,,,1,2012,49.2425693,-123.1012126,4750 Main St
1195,Mainland St,North,,,1,Prior 2010,49.2746921,-123.1221466,1195 Mainland St
1108,Pacific Boulevard,South,,,1,2015,49.27416669999999,-123.1197222,1108 Pacific Boulevard
1196,Pacific Boulevard,South,,YT,1,2016,49.273929,-123.1208372,1196 Pacific Boulevard
43,Powell St,North,,GT,1,2012,49.283397,-123.103647,43 Powell St
566,Powell St,South,,STRC,1,2012,49.2827893,-123.0919215,566 Powell St
569,Powell St,North,,STRC,1,2012,49.2832809,-123.0918111,569 Powell St
1729,Powell St,North,,,1,2014,49.2841199,-123.0695211,1729 Powell St
395,Railway St,North,,STRC,1,2012,49.2850175,-123.0954901,395 Railway St
509,Richards St,West,,,1,2015,49.28324250000001,-123.1134586,509 Richards St
1200,Richards St,East,,,1,2012,49.2758975,-123.1242561,1200 Richards St
298,Robson St,South,,YT,2,2016,49.2786346,-123.1159521,298 Robson St
550,Robson St,South,,,2,Prior 2010,49.280351,-123.1185846,550 Robson St
1025,Robson St,North,,,2,2012,49.2839864,-123.1232486,1025 Robson St
1100,Seymour St,West,,,4,2012,49.2775793,-123.1236249,1100 Seymour St
524,Shanghai Alley,East,,,1,2015,49.2804206,-123.1047889,524 Shanghai Alley
601,Smithe St,North,,,1,Prior 2010,49.280238,-123.1201035,601 Smithe St
1000,Smithe St,North,,,1,2012,49.283226,-123.125515,1000 Smithe St
1946,Triumph St,South,,,1,2012,49.2836581,-123.0644054,1946 Triumph St
255,Union St,North,,CHTN,1,2013,49.27774059999999,-123.0977577,255 Union St
1420,Venables St,South,,,1,2015,49.2766337,-123.0754572,1420 Venables St
4969,Victoria Drive,West,,VDR,1,2012,49.239585,-123.065542,4969 Victoria Drive
5057,Victoria Drive,West,,VDR,1,2012,49.2387948,-123.0655638,5057 Victoria Drive
5579,Victoria Drive,West,,VDR,1,2012,49.233868,-123.0657209,5579 Victoria Drive
6225,Victoria Drive,West,,VDR,1,2012,49.2272961,-123.0659184,6225 Victoria Drive
6495,Victoria Drive,West,,VDR,1,2012,49.2253724,-123.0660604,6495 Victoria Drive
6942,Victoria Drive,East,,VDR,1,2012,49.2208327,-123.0656968,6942 Victoria Drive
3751,W 10th Av,North,,,1,Prior 2010,49.2636506,-123.1869388,3751 W 10th Av
3785,W 10th Av,North,,,1,2015,49.26365209999999,-123.1876239,3785 W 10th Av
4501,W 10th Av,North,,,1,Prior 2010,49.2639929,-123.2093652,4501 W 10th Av
4545,W 10th Av,North,,,1,Prior 2010,49.264107,-123.2100067,4545 W 10th Av
1510,W 11th Av,South,,,1,Prior 2010,49.26164720000001,-123.1391859,1510 W 11th Av
1520,W 11th Av,South,,SGV,1,2013,49.2616521,-123.1392949,1520 W 11th Av
736,W 16th Av,South,,,1,2015,49.2568825,-123.1210477,736 W 16th Av
2611,W 16th Av,North,,,1,2012,49.25785,-123.1652278,2611 W 16th Av
1751,W 3rd Av,North,,,1,2015,49.2689913,-123.1445132,1751 W 3rd Av
2130,W 40th Av,South,,,1,2012,49.2354333,-123.1561172,2130 W 40th Av
510,W 41st Av,South,Oakridge-41st,,4,2012,49.2331699,-123.1166641,510 W 41st Av
2021,W 41st Av,North,,,1,2012,49.2347082,-123.1526677,2021 W 41st Av
2198,W 41st Av,South,,,1,2012,49.23436,-123.1583202,2198 W 41st Av
2225,W 41st Av,North,,,2,2012,49.2347554,-123.158236,2225 W 41st Av
38,W 4th Av,South,,,1,2012,49.2671539,-123.1058723,38 W 4th Av
149,W 4th Av,North,,,1,Prior 2010,49.26764490000001,-123.1078425,149 W 4th Av
1590,W 4th Av,South,,,2,2012,49.267725,-123.1407312,1590 W 4th Av
1723,W 4th Av,North,,,1,2012,49.2682256,-123.1438385,1723 W 4th Av
1755,W 4th Av,North,,,1,2012,49.2683115,-123.1445962,1755 W 4th Av
1823,W 4th Av,North,,,1,Prior 2010,49.2682528,-123.1462186,1823 W 4th Av
1843,W 4th Av,North,,,1,Prior 2010,49.2682015,-123.1466591,1843 W 4th Av
1947,W 4th Av,North,,,1,Prior 2010,49.268352,-123.1491044,1947 W 4th Av
2152,W 4th Av,South,,,1,2010,49.2679601,-123.1541256,2152 W 4th Av
2175,W 4th Av,North,,,1,Prior 2010,49.2683209,-123.1544386,2175 W 4th Av
2302,W 4th Av,South,,,3,2011,49.2679607,-123.1577891,2302 W 4th Av
2722,W 4th Av,South,,,1,2012,49.26807849999999,-123.167062,2722 W 4th Av
2724,W 4th Av,South,,,1,2016,49.268152,-123.1670302,2724 W 4th Av
2929,W 4th Av,North,,,1,Prior 2010,49.2686408,-123.1700765,2929 W 4th Av
3337,W 4th Av,North,,,1,2012,49.2686551,-123.1786142,3337 W 4th Av
3545,W 4th Av,North,,,1,Prior 2010,49.26877229999999,-123.1827058,3545 W 4th Av
3545,W 4th Av,North,,,1,2012,49.26877229999999,-123.1827058,3545 W 4th Av
3608,W 4th Av,South,,,1,Prior 2010,49.2684139,-123.1839472,3608 W 4th Av
3689,W 4th Av,North,,,1,Prior 2010,49.2687435,-123.1854349,3689 W 4th Av
1400,W 70th Av,South,,,2,2015,49.2084409,-123.1379638,1400 W 70th Av
1399,W 7th Av,North,,,1,Prior 2010,49.2654352,-123.135842,1399 W 7th Av
1557,W 7th Av,North,,,2,2013,49.2656015,-123.1400818,1557 W 7th Av
1581,W 7th Av,North,,,1,Prior 2010,49.265608,-123.1405161,1581 W 7th Av
386,W 8th,South,,,2,2014,49.2637876,-123.1124117,386 W 8th
457,W 8th,North,,,1,2014,49.2640953,-123.1138083,457 W 8th
112,W Broadway,South,,,1,Prior 2010,49.2628978,-123.1072818,112 W Broadway
137,W Broadway,North,,,1,Prior 2010,49.2632998,-123.1077431,137 W Broadway
632,W Broadway,South,,,1,Prior 2010,49.2631291,-123.118376,632 W Broadway
901,W Broadway,North,,,1,Prior 2010,49.2636263,-123.1244545,901 W Broadway
973,W Broadway,North,,,3,Prior 2010,49.2635812,-123.1257604,973 W Broadway
1724,W Broadway,South,,,1,Prior 2010,49.26349339999999,-123.144098,1724 W Broadway
2176,W Broadway,South,,,1,2015,49.26368220000001,-123.1545922,2176 W Broadway
2182,W Broadway,South,,,1,2015,49.2637131,-123.1547822,2182 W Broadway
2255,W Broadway,North,,,1,2014,49.26415309999999,-123.1565644,2255 W Broadway
2303,W Broadway,North,,,2,2014,49.2641268,-123.1578555,2303 W Broadway
2306,W Broadway,South,,,1,Prior 2010,49.26373299999999,-123.1579283,2306 W Broadway
2505,W Broadway,North,,,1,Prior 2010,49.2641369,-123.1627316,2505 W Broadway
2821,W Broadway,North,,WB,1,2011,49.26431030000001,-123.1690177,2821 W Broadway
2886,W Broadway,South,,,1,Prior 2010,49.2639303,-123.169736,2886 W Broadway
3123,W Broadway,North,,,2,Prior 2010,49.2644463,-123.174546,3123 W Broadway
403,W Cordova St,North,,,1,2012,49.2842005,-123.1099852,403 W Cordova St
161,W Georgia St,East,,,3,2016,49.2788011,-123.1117549,161 W Georgia St
1445,W Georgia St,North,,,3,2015,49.2896698,-123.1285302,1445 W Georgia St
207,W Hastings St,North,,,1,2012,49.2829632,-123.1096299,207 W Hastings St
227,W Hastings St,North,,,3,2010,49.2828042,-123.1099924,227 W Hastings St
400,W Hastings St,South,,,3,2012,49.2834258,-123.1112854,400 W Hastings St
675,W Hastings St,North,,,1,2010,49.2852389,-123.1134073,675 W Hastings St
850,W Hastings St,South,,,1,Prior 2010,49.2864098,-123.1158171,850 W Hastings St
344,W Pender St,South,,HC,1,2013,49.2825599,-123.1118787,344 W Pender St
433,W Pender St,North,,,1,2012,49.2831841,-123.1123852,433 W Pender St
445,W Pender St,North,,,2,2011,49.28336179999999,-123.112353,445 W Pender St
142,Water St,South,,GT,1,2012,49.2839347,-123.1074349,142 Water St
332,Water St,South,,GT,1,2012,49.28429209999999,-123.1096644,332 Water St
375,Water St,North,,GT,3,2012,49.28486660000001,-123.1105007,375 Water St
5389,West Boulevard,West,,,1,2015,49.2375151,-123.1556707,5389 West Boulevard
1520,Yew St,East,,,1,Prior 2010,49.2721881,-123.1548189,1520 Yew St
611,Alexander St,North,,,3,2015,49.2841997,-123.0918938,611 Alexander St
5723,Balsam St,West,,,2,Prior 2010,49.23439399999999,-123.1617697,5723 Balsam St
1447,Barclay St,North,,,1,2013,49.2872181,-123.1326143,1447 Barclay St
550,Beatty St,East,,,2,2016,49.2803238,-123.1092943,550 Beatty St
600,Beatty St,East,,,2,2016,49.2798348,-123.1106056,600 Beatty St
620,Beatty St,East,,,6,2016,49.2794734,-123.1106144,620 Beatty St
773,Beatty St,West,,,3,2016,49.27832369999999,-123.1135622,773 Beatty St
3190,Blenheim St,East,,,1,Prior 2010,49.2580941,-123.1778695,3190 Blenheim St
1081,Burrard St,West,,,3,2012,49.2810099,-123.1287946,1081 Burrard St
1310,Burrard St,East,,,1,2015,49.277679,-123.1309676,1310 Burrard St
2385,Burrard St,West,,,1,Prior 2010,49.2648458,-123.1459126,2385 Burrard St
2421,Burrard St,West,,,1,Prior 2010,49.26427349999999,-123.1459374,2421 Burrard St
891,Cambie St,West,,YT,3,2014,49.277373,-123.116491,891 Cambie St
211,Columbia St,West,,GT,1,2012,49.2829424,-123.1025501,211 Columbia St
1404,Commercial Drive,East,,,1,Prior 2010,49.27202330000001,-123.0692271,1404 Commercial Drive
1641,Davie St,North,,,1,Prior 2010,49.2854633,-123.1387049,1641 Davie St
55,Dunlevy Av,West,,STRC,1,2013,49.2842664,-123.095525,55 Dunlevy Av
433,Dunlevy Av,West,,STRC,2,2012,49.28091999999999,-123.095595,433 Dunlevy Av
617,E 15th Av,North,,,1,2012,49.25735659999999,-123.0908627,617 E 15th Av
143,E 3rd,North,,,1,2014,49.2684766,-123.1016918,143 E 3rd
683,E 44th Av,North,,,2,2015,49.23026429999999,-123.0909677,683 E 44th Av
1600,E 6th Av,South,,,1,2012,49.2649093,-123.0715792,1600 E 6th Av
127,E Broadway,North,,,1,Prior 2010,49.2630893,-123.1023055,127 E Broadway
518,E Broadway,South,,,1,2015,49.2623556,-123.0924654,518 E Broadway
601,E Hastings St,North,,STRC,1,2014,49.2814298,-123.0911838,601 E Hastings St
2674,E Hastings St,South,,,1,Prior 2010,49.2808946,-123.0501481,2674 E Hastings St
3433,E Hastings St,North,,,1,Prior 2010,49.28139179999999,-123.0295142,3433 E Hastings St
3550,E Hastings St,South,,,3,2011,49.2809377,-123.0269971,3550 E Hastings St
